nom;commune1;insee1;commune2;insee2;reseau;financementac;typeamenagement;typeamenagement2;positionnement;senscirculation;environnement;localisation;typologiepiste;revetementpiste;domanialite;reglementation;zonecirculationapaisee;anneelivraison;longueur;observation;gid
Rue Seguin;Lyon 2e Arrondissement;69382;;;Réseau de desserte;OR DIEM/STEP;Double sens cyclable;;Unilatérale unidirectionnelle;Sens Unique;Voie de circulation;Sur chaussée;;;Métropole;Contresens (sens réservé);Zone 30;2016;531,88;;2860
Chemin du Grégoire;Dardilly;69072;;;Réseau de desserte;PROX/FIC DGEEP/VTP;Double sens cyclable;;Unilatérale unidirectionnelle;Sens Unique;Voie de circulation;Sur chaussée;;;Métropole;Contresens (sens réservé);Zone 30;2021;67,37;Arrêté n°255-AR2021 le 16/06/21 // ABS de marquage 7-02-2022 //;6229
Rue Joséphine Baker;Lyon 7e Arrondissement;69387;;;Réseau de desserte;PPI (DMOU);Bande Cyclable;;Unilatérale unidirectionnelle;Sens Unique;Voie de circulation;Sur chaussée;Piste sur chaussée;Matériaux liés (asphaltes, enrobés, bétons et nouveaux liants);Métropole;Contresens (sens réservé);Zone 30;2014;125,68;Zone 30;2327
Rue Bonnefoi;Lyon 3e Arrondissement;69383;;;Réseau de desserte;OR DIEM/STEP;Double sens cyclable;;Unilatérale unidirectionnelle;Sens Unique;Voie de circulation;Sur chaussée;;;Métropole;Contresens (sens réservé);Zone 30;2018;48,71;;4178
Rue Jonas Salk;Lyon 7e Arrondissement;69387;;;Réseau de desserte;PROX/FIC DGEEP/VTP;Double sens cyclable;;Unilatérale unidirectionnelle;Sens Unique;Voie de circulation;Sur chaussée;;;Métropole;Contresens (sens réservé);Zone 30;2014;60,76;Zone 30;2264
Berges du Rhône;Lyon 7e Arrondissement;69387;;;Réseau de desserte;OR DIEM/STEP;Voie verte;;Sans objet;Double;Berges - Chemin de halage;Sans objet;Autre;Matériaux liés (asphaltes, enrobés, bétons et nouveaux liants);Métropole;Voie verte;;2007;69,34;;2852
Rue du Mont Verdun;Champagne-au-Mont-d'Or;69040;;;Réseau de desserte;PROX/FIC DGEEP/VTP;Double sens cyclable;;Unilatérale unidirectionnelle;Sens Unique;Voie de circulation;Sur chaussée;;;Métropole;Contresens (sens réservé);;2021;90,88;Arrêté n°2021/297 le 27/09/21;6436
Rue Jarente;Lyon 2e Arrondissement;69382;;;Réseau de desserte;OR DIEM/STEP;Double sens cyclable;;Unilatérale unidirectionnelle;Sens Unique;Voie de circulation;Sur chaussée;;;Métropole;Contresens (sens réservé);Zone 30;2016;137,34;Zone 30;3167
Rue de Bonald;Lyon 7e Arrondissement;69387;;;Réseau de desserte;OR DIEM/STEP;Double sens cyclable;;Unilatérale unidirectionnelle;Sens Unique;Voie de circulation;Sur chaussée;;;Métropole;Contresens (sens réservé);Zone 30;2019;214,79;Arrêté n°2019RP35554 du 03/12/2019;4552
Rue Frédéric Chatelus;Vénissieux;69259;;;Réseau de desserte;OR DIEM/STEP;Double sens cyclable;;Unilatérale unidirectionnelle;Sens Unique;Voie de circulation;Sur chaussée;;;Métropole;Contresens (sens réservé);;2019;160,82;;4794
Rue du 8 mai 1945;Pierre-Bénite;69152;;;Réseau de desserte;OR DIEM/STEP;Bande Cyclable;;Bilatérale unidirectionnelle;Double;Voie de circulation;Sur chaussée;;;Métropole;Vélo facultatif;;;240,69;2014;2730
Avenue Jean Capelle Ouest;Villeurbanne;69266;;;Réseau de desserte;Autre MOA (Etat, Syndicat, ...);Piste Cyclable;;Unilatérale bidirectionnelle;Double;Voie de circulation;Sur trottoir;Piste sur trottoir;Matériaux liés (asphaltes, enrobés, bétons et nouveaux liants);Métropole;Vélo facultatif;;2015;40,81;;2637
Rue Stella;Lyon 2e Arrondissement;69382;;;Réseau secondaire;OR DIEM/STEP;Bande Cyclable;;Unilatérale unidirectionnelle;Sens Unique;Voie de circulation;Sur chaussée;;;Métropole;Vélo facultatif;Zone 30;2012;293,28;Transformation de la piste en bande en 2012;674
Chemin du Furet;Bron;69029;;;Réseau secondaire;Autre MOA (Etat, Syndicat, ...);Voie verte;;Sans objet;Double;Parc;Sur chaussée;;;Métropole (ex-RD);Voie verte;;;54,23;;211
Rue de l'Egalité;Lyon 8e Arrondissement;69388;;;Réseau de desserte;PPI (DMOU);Double sens cyclable;;Unilatérale unidirectionnelle;Sens Unique;Voie de circulation;Sur chaussée;;;Métropole;Contresens (sens réservé);Zone 30;2015;112,37;;2614
Pont de l'Université;Lyon 7e Arrondissement;69387;;;Réseau structurant et super structurant;OR DIEM/STEP;Piste Cyclable;;Bilatérale unidirectionnelle;Double;Voie de circulation;Sur trottoir;Piste sur trottoir;Matériaux liés (asphaltes, enrobés, bétons et nouveaux liants);Métropole;Contresens (sens réservé);;2015;143,75;Arrêté N°2015RP30821 du 21/07/2015;720
Rue Paul Bert;Lyon 3e Arrondissement;69383;;;Réseau de desserte;OR DIEM/STEP;Double sens cyclable;;Unilatérale unidirectionnelle;Sens Unique;Voie de circulation;Sur chaussée;;;Métropole;Contresens (sens réservé);Zone 30;2018;125,83;;4152
Rue Flachet;Villeurbanne;69266;;;Réseau de desserte;OR DIEM/STEP;Bande Cyclable;;Unilatérale unidirectionnelle;Sens Unique;Voie de circulation;Sur chaussée;;;Métropole;Contresens (sens réservé);;2016;244,45;;2807
Avenue de Birmingham;Lyon 4e Arrondissement;69384;;;Réseau structurant et super structurant;PPI (DMOU);Piste Cyclable;;Unilatérale bidirectionnelle;Double;Voie de circulation;Sur chaussée;Autre;Matériaux liés (asphaltes, enrobés, bétons et nouveaux liants);Métropole;Vélo facultatif;;2013;79,45;;2107
Rue de la République;Saint-Fons;69199;;;Réseau secondaire;PPI DGEEP VTP;Bande Cyclable;;Bilatérale unidirectionnelle;Double;Voie de circulation;Sur chaussée;;;Métropole;Vélo facultatif;;2014;160,51;;2364
Place Camille Flammarion;Lyon 4e Arrondissement;69384;;;Réseau de desserte;OR DIEM/STEP;Double sens cyclable;;Unilatérale unidirectionnelle;Sens Unique;Voie de circulation;Sur chaussée;;;Métropole;Contresens (sens réservé);Zone 30;2017;75,02;;3277
Cours Lafayette;Lyon 6e Arrondissement;69386;;;Réseau structurant et super structurant;Sytral;Bande Cyclable;;Unilatérale unidirectionnelle;Sens Unique;Voie de circulation;Sur chaussée;;;Métropole;Contresens (sens réservé);;2018;512,23;;5834
Avenue de Pressensé;Lyon 8e Arrondissement;69388;;;Réseau structurant et super structurant;Sytral;Bande Cyclable;;Unilatérale unidirectionnelle;Sens Unique;Voie de circulation;Sur chaussée;;;Métropole;Vélo facultatif;;2019;452,66;Arrêtés n°2018RP35228 (bande est) et n°2018RP35227 du 28/02/2020;5809
Rue Gilbert Bernard;Grigny;69096;;;Réseau de desserte;OR DIEM/STEP;Double sens cyclable;;Unilatérale unidirectionnelle;Sens Unique;Voie de circulation;Sur chaussée;;;Métropole;Contresens (sens réservé);Zone de rencontre;2014;69,91;;2286
Rue Meynis;Lyon 3e Arrondissement;69383;;;Réseau de desserte;PROX/FIC DGEEP/VTP;Double sens cyclable;;Unilatérale unidirectionnelle;Sens Unique;Voie de circulation;Sur chaussée;;;Métropole;Contresens (sens réservé);Aire Piétonne;2020;145,50;;6396
Rue Salomon Reinach;Lyon 7e Arrondissement;69387;;;Réseau de desserte;OR DIEM/STEP;Double sens cyclable;;Unilatérale unidirectionnelle;Sens Unique;Voie de circulation;Sur chaussée;;;Métropole;Contresens (sens réservé);Zone 30;2019;137,62;Arrêté n°2019RP35554 du 03/12/2019;4574
Rue de la Caille;Lyon 3e Arrondissement;69383;;;Réseau de desserte;OR DIEM/STEP;Bande Cyclable;;Unilatérale unidirectionnelle;Sens Unique;Voie de circulation;Sur chaussée;;;Métropole;Contresens (sens réservé);Zone 30;2019;101,71;Arrêté n°2019RP36135 du 11/09/2019 et Zone 30 n°2019RP36023 du 25/07/2019;5235
Place Edgar Quinet;Lyon 6e Arrondissement;69386;;;Réseau de desserte;OR DIEM/STEP;Double sens cyclable;;Unilatérale unidirectionnelle;Sens Unique;Voie de circulation;Sur chaussée;;;Métropole;Contresens (sens réservé);Zone 30;2020;82,57;;5652
Rue de la Pépinière;Tassin-la-Demi-Lune;69244;;;Réseau de desserte;PROX/FIC DGEEP/VTP;Double sens cyclable;;Unilatérale unidirectionnelle;Sens Unique;Voie de circulation;Sur chaussée;;;Métropole;Contresens (sens réservé);;2018;35,71;Arrêté n°2018-320 du 07/11/2018;4454
Rue Sully;Lyon 6e Arrondissement;69386;;;Réseau de desserte;OR DIEM/STEP;Bande Cyclable;;Unilatérale unidirectionnelle;Sens Unique;Voie de circulation;Sur chaussée;;;Métropole;Contresens (sens réservé);Zone 30;2020;91,11;;5662
Rue Hippolyte Flandrin;Lyon 1er Arrondissement;69381;;;Réseau de desserte;OI DIEM/STEP;Double sens cyclable;;Unilatérale unidirectionnelle;Sens Unique;Voie de circulation;Sur chaussée;;;Métropole;Contresens (sens réservé);Zone de rencontre;2021;45,27;Zone de rencontre Sathonay;6374
Rue Antoine Lumière;Lyon 8e Arrondissement;69388;;;Réseau structurant et super structurant;OI DIEM/STEP;Couloir bus vélo élargi;Bande Cyclable;Bilatérale unidirectionnelle;Double;Voie de circulation;Sur chaussée;;;Métropole;Contresens (sens réservé);;2010;145,30;Arrêté n°2021RP39847 et n°2021RP39849 le 21/12/21;6529
Rue Louis Carrand;Lyon 5e Arrondissement;69385;;;Réseau de desserte;OR DIEM/STEP;Double sens cyclable;;Unilatérale unidirectionnelle;Sens Unique;Voie de circulation;Sur chaussée;;;Métropole;Contresens (sens réservé);Zone 30;2017;72,72;;3254
Rue Parmentier;Saint-Fons;69199;;;Réseau de desserte;OR DIEM/STEP;Bande Cyclable;;Unilatérale unidirectionnelle;Sens Unique;Voie de circulation;Sur chaussée;;;Métropole;Contresens (sens réservé);Zone 30;;275,35;;21
Rue Michel Lacroix;Bron;69029;;;Réseau de desserte;OR DIEM/STEP;Double sens cyclable;;Unilatérale unidirectionnelle;Sens Unique;Voie de circulation;Sur chaussée;;;Métropole;Contresens (sens réservé);Zone 30;2017;244,56;Arrêté n°APC-2021-006 le 25/08/21;3389
Chemin du Machet;Vaulx-en-Velin;69256;;;Réseau structurant et super structurant;OR DIEM/STEP;Piste Cyclable;;Unilatérale bidirectionnelle;Double;Voie de circulation;Sur trottoir;;;Métropole;Voie verte;;;44,25;;137
Rue Croix-Barret;Lyon 7e Arrondissement;69387;;;Réseau secondaire;PROX/FIC DGEEP/VTP;Bande Cyclable;;Bilatérale unidirectionnelle;Double;Voie de circulation;Sur chaussée;;;Métropole;Vélo facultatif;;2013;231,90;Arrêtés N°2012RP27932 et N°2012RP27931 du 20/08/2012;1935
Rue Emile Zola;Décines-Charpieu;69275;;;Réseau secondaire;PPI DGEEP VTP;Bande Cyclable;;Bilatérale unidirectionnelle;Double;Voie de circulation;Sur chaussée;;;Métropole;Vélo facultatif;Zone 30;2013;278,52;;4819
Rue Laure Diébold;Lyon 9e Arrondissement;69389;;;Réseau de desserte;OR DIEM/STEP;Double sens cyclable;;Unilatérale unidirectionnelle;Sens Unique;Voie de circulation;Sur chaussée;Piste sur chaussée;Matériaux liés (asphaltes, enrobés, bétons et nouveaux liants);Métropole;Contresens (sens réservé);;2017;132,82;;3761
Rue Honoré Pététin;Givors;69091;;;Réseau secondaire;PPI (DMOU);Bande Cyclable;;Unilatérale unidirectionnelle;Sens Unique;Voie de circulation;Sur chaussée;;;Métropole;Vélo facultatif;;2019;50,81;;5468
Rue de l'Ancienne Préfecture;Lyon 2e Arrondissement;69382;;;Réseau secondaire;OR DIEM/STEP;Double sens cyclable;;Unilatérale unidirectionnelle;Sens Unique;Voie de circulation;Sur chaussée;;;Métropole;Contresens (sens réservé);Zone 30;2016;160,48;Zone 30;3138
Rue de la Viabert;Lyon 6e Arrondissement;69386;;;Réseau secondaire;OR DIEM/STEP;Bande Cyclable;;Bilatérale unidirectionnelle;Double;Voie de circulation;Sur chaussée;;;Métropole;Contresens (sens réservé);;2014;117,75;Arrêté N°2014RP30165 du 02/10/2014;2358
Place Maréchal Lyautey;Lyon 6e Arrondissement;69386;;;Réseau structurant et super structurant;OI DIEM/STEP;Piste Cyclable;;Unilatérale bidirectionnelle;Double;Voie de circulation;Sur chaussée;Piste sur chaussée;Matériaux liés (asphaltes, enrobés, bétons et nouveaux liants);Métropole;Contresens (sens réservé);;2011;170,59;;930
Pont de la Sucrerie;Vaulx-en-Velin;69256;;;Réseau secondaire;OR DIEM/STEP;Voie verte;;Bilatérale unidirectionnelle;Double;Tunnel - Passerelle;Sur trottoir;;;Métropole;Voie verte;;;133,67;;842
Rue François Vernay;Lyon 5e Arrondissement;69385;;;Réseau de desserte;OR DIEM/STEP;Double sens cyclable;;Unilatérale unidirectionnelle;Sens Unique;Voie de circulation;Sur chaussée;;;Métropole;Contresens (sens réservé);Aire Piétonne;2017;101,73;;3244
Chemin de la Molinette;Saint-Genis-Laval;69204;;;Réseau secondaire;PROX/FIC DGEEP/VTP;Bande Cyclable;;Unilatérale unidirectionnelle;Sens Unique;Voie de circulation;Sur chaussée;;;Métropole;Vélo facultatif;;;313,68;;2118
Avenue des Alpes;Marcy-l'Étoile;69127;;;Réseau secondaire;PPI DGEEP VTP;Piste Cyclable;Bande Cyclable;Bilatérale unidirectionnelle;Double;Voie de circulation;Sur trottoir;Piste sur trottoir;Matériaux liés (asphaltes, enrobés, bétons et nouveaux liants);Métropole;Vélo facultatif;;2016;412,68;;6157
Rue Croix-Barret;Lyon 7e Arrondissement;69387;;;Réseau secondaire;PROX/FIC DGEEP/VTP;Bande Cyclable;;Bilatérale unidirectionnelle;Double;Voie de circulation;Sur chaussée;;;Métropole;Vélo facultatif;;2012;486,98;Arrêtés N°2012RP27932 et N°2012RP27931 du 20/08/2012;1881
Rue d'Avignon;Saint-Fons;69199;;;Réseau de desserte;OR DIEM/STEP;Double sens cyclable;;Unilatérale unidirectionnelle;Sens Unique;Voie de circulation;Sur chaussée;;;Métropole;Contresens (sens réservé);Zone 30;2019;70,73;ABS d'aménagement cyclabe au 25-05-22 //;4890
Rue Saint Jean;Lyon 5e Arrondissement;69385;;;Réseau de desserte;OR DIEM/STEP;Double sens cyclable;;Unilatérale unidirectionnelle;Sens Unique;Voie de circulation;Sur chaussée;;;Métropole;Contresens (sens réservé);Aire Piétonne;2017;155,27;Arrêté n°2021RP40397 le 11/01/22;3383
Rue d'Alsace;Villeurbanne;69266;;;Réseau de desserte;OR DIEM/STEP;Double sens cyclable;;Unilatérale unidirectionnelle;Sens Unique;Voie de circulation;Sur chaussée;;;Métropole;Contresens (sens réservé);Zone 30;2019;210,21;;5310
Rue Montesquieu;Lyon 7e Arrondissement;69387;;;Réseau de desserte;OR DIEM/STEP;Double sens cyclable;;Unilatérale unidirectionnelle;Sens Unique;Voie de circulation;Sur chaussée;;;Métropole;Contresens (sens réservé);Zone 30;2019;80,53;Arrêté n°2019RP35554 du 03/12/2019;4551
Rue Constant;Lyon 3e Arrondissement;69383;;;Réseau de desserte;OR DIEM/STEP;Double sens cyclable;;Unilatérale unidirectionnelle;Sens Unique;Voie de circulation;Sur chaussée;;;Métropole;Contresens (sens réservé);Zone 30;2019;407,23;Arrêté Zone 30 n°2019RP36023 du 25/07/2019;5063
Rue Saint Pierre de Vaise;Lyon 9e Arrondissement;69389;;;Réseau secondaire;PROX/FIC DGEEP/VTP;Piste Cyclable;;Unilatérale unidirectionnelle;Sens Unique;Voie de circulation;Sur chaussée;Piste sur chaussée;Matériaux liés (asphaltes, enrobés, bétons et nouveaux liants);Métropole;Vélo facultatif;;2014;33,00;arreté n°2014RP29566 du 12/03/2014;6030
Rue d'Athènes;Lyon 7e Arrondissement;69387;;;Réseau de desserte;PROX/FIC DGEEP/VTP;Double sens cyclable;;Unilatérale unidirectionnelle;Sens Unique;Voie de circulation;Sur chaussée;;;Métropole;Contresens (sens réservé);Zone 30;2021;78,59;Arrêté n°2021RP39277 le 15/07/21;6296
Rue des Templiers;Lyon 2e Arrondissement;69382;;;Réseau de desserte;OR DIEM/STEP;Double sens cyclable;;Unilatérale unidirectionnelle;Sens Unique;Voie de circulation;Sur chaussée;;;Métropole;Contresens (sens réservé);Zone 30;2010;78,05;Zone 30;940
Passage Jacques Pommier;Meyzieu;69282;;;Réseau de desserte;PPI DGEEP VTP;Voie verte;;Sans objet;Double;Sans objet;Sans objet;;Matériaux liés (asphaltes, enrobés, bétons et nouveaux liants);Métropole;Voie verte;;2015;275,97;Arrêté N°22-R-877 du 08/06/2022;2601
Rue Pauline Kergomard;Lyon 7e Arrondissement;69387;;;Réseau de desserte;PPI (DMOU);Double sens cyclable;;Unilatérale unidirectionnelle;Sens Unique;Voie de circulation;Sur chaussée;Piste sur chaussée;Matériaux liés (asphaltes, enrobés, bétons et nouveaux liants);Métropole;Contresens (sens réservé);Zone de rencontre;2019;59,39;;4755
Grande rue de la Guillotière;Lyon 7e Arrondissement;69387;;;Réseau structurant et super structurant;OR DIEM/STEP;Bande Cyclable;;Bilatérale unidirectionnelle;Double;Voie de circulation;Sur chaussée;;;Métropole;Contresens (sens réservé);;2017;340,46;Arrêté n°2020RP38550 et n°2020RP38551 le 23/12/20;3539
Rue Puits Gaillot;Lyon 1er Arrondissement;69381;;;Réseau de desserte;OR DIEM/STEP;Double sens cyclable;;Unilatérale unidirectionnelle;Sens Unique;Voie de circulation;Sur chaussée;;;Métropole;Contresens (sens réservé);Zone 30;2010;137,86;zone 30;863
Hôpital FME;Bron;69029;;;Réseau de desserte;Autre MOA (Etat, Syndicat, ...);Piste Cyclable;;Unilatérale bidirectionnelle;Double;Voie de circulation;Sur trottoir;Piste sur trottoir;Matériaux liés (asphaltes, enrobés, bétons et nouveaux liants);Privé;Vélo facultatif;;2007;60,90;;1650
Rue Trarieux;Lyon 3e Arrondissement;69383;;;Réseau de desserte;PROX/FIC DGEEP/VTP;Piste Cyclable;;Unilatérale unidirectionnelle;Sens Unique;Berges - Chemin de halage;Sur trottoir;Piste sur trottoir;Matériaux liés (asphaltes, enrobés, bétons et nouveaux liants);Métropole;Contresens (sens réservé);;2015;104,94;;2533
Rue des Bons Enfants;Lyon 7e Arrondissement;69387;;;Réseau de desserte;PROX/FIC DGEEP/VTP;Double sens cyclable;;Unilatérale unidirectionnelle;Sens Unique;Voie de circulation;Sur chaussée;;;Métropole;Contresens (sens réservé);Zone 30;2019;84,91;;5615
Estacade de Décines;Décines-Charpieu;69275;;;Réseau structurant et super structurant;PPI DGEEP VTP;Voie verte;;Sans objet;Double;Berges - Chemin de halage;Sans objet;;;Métropole;Voie verte;;2013;133,00;;2018
Rue du Bât d'Argent;Lyon 2e Arrondissement;69382;;;Réseau de desserte;Sytral;Couloir bus vélo élargi;Bande Cyclable;Bilatérale unidirectionnelle;Double;Voie de circulation;Sur chaussée;;;Métropole;Contresens (sens réservé);Zone 30;2019;123,19;Arrêtés n°2019RP35828 et n°2019RP35830 du 25/07/2019;4807
Quai Pierre Dupont;Rochetaillée-sur-Saône;69168;;;Réseau de desserte;PPI DGEEP VTP;Voie verte;;Sans objet;Double;Voie de circulation;Sur trottoir;Autre;Matériaux liés (asphaltes, enrobés, bétons et nouveaux liants);Métropole;Voie verte;;2017;485,57;;3459
Avenue des Combattants d'Afrique du Nord;Rillieux-la-Pape;69286;;;Réseau de desserte;OR DIEM/STEP;Bande Cyclable;;Unilatérale unidirectionnelle;Sens Unique;Voie de circulation;Sur chaussée;;;Métropole;Vélo facultatif;;2020;95,35;Aménagement cyclable de transition;5600
Paul Marcellin centre;Vaulx-en-Velin;69256;;;Réseau secondaire;OR DIEM/STEP;Bande Cyclable;;Bilatérale unidirectionnelle;Double;Voie de circulation;Sur chaussée;;;Métropole;Vélo facultatif;;2004;103,68;;1887
Voie Verte Lionel Terray;Meyzieu;69282;;;Réseau de desserte;PPI (DMOU);Voie verte;;Sans objet;Double;Voie de circulation;Sans objet;;;Métropole;Voie verte;;2009;110,02;;352
Rue de Sebaco;Vaulx-en-Velin;69256;;;Réseau de desserte;PPI (DMOU);Double sens cyclable;;Unilatérale unidirectionnelle;Sens Unique;Voie de circulation;Sur chaussée;;;Métropole;Contresens (sens réservé);Zone 30;2016;226,59;;3902
Ruette Bazan;Vernaison;69260;Charly;69046;Réseau de desserte;PROX/FIC DGEEP/VTP;Double sens cyclable;;Unilatérale unidirectionnelle;Sens Unique;Voie de circulation;Sur chaussée;;;Métropole;Contresens (sens réservé);Zone de rencontre;2015;165,73;Zone de rencontre;2621
Voie Romaine;Tassin-la-Demi-Lune;69244;Francheville;69089;Réseau structurant et super structurant;OR DIEM/STEP;Bande Cyclable;;Unilatérale unidirectionnelle;Sens Unique;Voie de circulation;Sur chaussée;;;Métropole;;;2011;120,88;;1502
Rue Parmentier;Saint-Priest;69290;;;Réseau de desserte;PROX/FIC DGEEP/VTP;Double sens cyclable;;Unilatérale unidirectionnelle;Sens Unique;Voie de circulation;Sur chaussée;;;Métropole;Contresens (sens réservé);;2022;126,20;;6617
Rue de la Fraternité;Lyon 8e Arrondissement;69388;;;Réseau de desserte;PPI (DMOU);Double sens cyclable;;Unilatérale unidirectionnelle;Sens Unique;Voie de circulation;Sur chaussée;Piste sur chaussée;Matériaux liés (asphaltes, enrobés, bétons et nouveaux liants);Métropole;Contresens (sens réservé);Zone 30;2014;124,17;Zone 30;2297
Place François Millou;Sainte-Foy-lès-Lyon;69202;;;Réseau de desserte;PROX/FIC DGEEP/VTP;Double sens cyclable;;Unilatérale unidirectionnelle;Sens Unique;Voie de circulation;Sur chaussée;;;Métropole;Contresens (sens réservé);Zone de rencontre;2017;48,69;;3837
Avenue Jean Durand;Grigny;69096;;;Réseau de desserte;PROX/FIC DGEEP/VTP;Bande Cyclable;;Bilatérale unidirectionnelle;Double;Voie de circulation;Sur chaussée;;;Métropole;;Zone 30;;54,98;;163
Rue de Marseille;Meyzieu;69282;;;Réseau secondaire;OR DIEM/STEP;Piste Cyclable;;Unilatérale unidirectionnelle;Sens Unique;Voie de circulation;Sur chaussée;;;Métropole;Vélo obligatoire;;;216,79;;183
